Channel,Compound,Date,Negative,Neutral,Positive,Tweet,Tweet_Number
@CBSNews,-0.1779,Mon Dec 11 05:03:07 +0000 2017,0.191,0.656,0.153,Faith Salie: What will be the aftermath of the sexual harassment firestorm? https://t.co/Q5xdE8rLeL https://t.co/CucIIsDwgV,8
@CBSNews,-0.802,Mon Dec 11 04:54:05 +0000 2017,0.444,0.556,0.0,"2 killed in Cessna plane crash on Molokai, officials say https://t.co/Lxwv4ZfFAS https://t.co/5n52QEXjnK",9
@CBSNews,-0.296,Mon Dec 11 04:48:05 +0000 2017,0.128,0.872,0.0,Pres. Trump talks tax cuts and budget on golf course with Sen. Lindsey Graham https://t.co/5IkXb7jiAG https://t.co/FifYsWJDa5,10
@CBSNews,-0.34,Mon Dec 11 04:33:07 +0000 2017,0.211,0.789,0.0,Boston fire crews respond to several manhole explosions https://t.co/a7oZeR612h https://t.co/UlOwlL4XZh,11
@CBSNews,-0.128,Mon Dec 11 04:22:07 +0000 2017,0.077,0.923,0.0,"If Roy Moore is elected, Sen. Susan Collins says senators will face ""tough decision"" on overturning Ala. voters… https://t.co/5pvS8FSqkq",12
@CBSNews,-0.6597,Mon Dec 11 04:18:06 +0000 2017,0.265,0.664,0.071,Celebrities rally for boy bullied at school after emotional video of him in tears goes viral https://t.co/nPxHRkGowX https://t.co/Ix1AbzTxv1,13
@CBSNews,0.5434,Mon Dec 11 04:03:05 +0000 2017,0.0,0.695,0.305,"A ""Christmas Carol"" with its own little miracle https://t.co/wEgsAsdY5a https://t.co/hw3f6pIrGO",14
@CBSNews,-0.5267,Mon Dec 11 03:48:05 +0000 2017,0.291,0.633,0.076,Police link four Detroit freeway shootings to same suspect or suspects https://t.co/Hsn0TkYR8A https://t.co/AqQbZIEzNd,15
@CBSNews,-0.3182,Mon Dec 11 03:33:06 +0000 2017,0.223,0.777,0.0,"U.K. snow forces flight cancelations, traffic accidents https://t.co/gOjNipSstT https://t.co/WVDi6xRxUZ",16
@CBSNews,-0.6705,Mon Dec 11 03:18:09 +0000 2017,0.29,0.71,0.0,"Woman killed, 2 men wounded in shooting at Columbus hookah bar https://t.co/mzVvg65074 https://t.co/rx1Pz9YYJG",17
@CBSNews,-0.6705,Mon Dec 11 03:03:07 +0000 2017,0.273,0.727,0.0,"Toxic combination of prescription drugs killed rapper Lil Peep, report says https://t.co/D2TcleGnrY https://t.co/yxXPsB707j",18
@CBSNews,-0.5267,Mon Dec 11 03:00:19 +0000 2017,0.195,0.805,0.0,Ellen DeGeneres says Santa Barbara home under threat of being burned by wildfires https://t.co/pDrxtzNq1X https://t.co/sAfsjmNijz,19
@CBSNews,-0.8591,Mon Dec 11 02:43:01 +0000 2017,0.373,0.627,0.0,NEW: Women who have publicly accused President Trump of sexual harassment and assault will speak at a news conferen… https://t.co/fVvsbxY7A3,20
@CBSNews,0.5267,Mon Dec 11 06:33:05 +0000 2017,0.0,0.726,0.274,"The triumphant reign of Broadway's ""The Lion King"" https://t.co/qLV410MiVG https://t.co/8DJqmJqALP",21
@CBSNews,0.0,Mon Dec 11 06:18:07 +0000 2017,0.164,0.672,0.164,Missing child alert issued for four brothers in Alabama https://t.co/bsBtX6qSe4 https://t.co/LTlQnBRHt9,22
@CBSNews,0.7351,Mon Dec 11 06:03:05 +0000 2017,0.0,0.446,0.554,The divine creations of Michelangelo https://t.co/6QZx6JZO8h https://t.co/aijGVoka7i,23
@CBSNews,0.1779,Mon Dec 11 05:48:05 +0000 2017,0.0,0.841,0.159,Mother and 2-year-old kicked off Spirit Airlines flight https://t.co/tXz7jCnYI2 https://t.co/k7QFTFRJ2W,24
@CBSNews,0.0,Mon Dec 11 05:33:06 +0000 2017,0.0,1.0,0.0,"Transcript: Nikki Haley on ""Face the Nation,"" Dec. 10, 2017 https://t.co/wesTVAjEJi https://t.co/tKW7ttx2vE",25
@CBSNews,-0.8126,Mon Dec 11 05:24:08 +0000 2017,0.355,0.57,0.075,Ollie the pit bull: Dog's torture sparks push for tougher laws against animal abuse https://t.co/y9VSbQofgG https://t.co/qf9Mu5ZDoe,26
@CBSNews,0.5719,Mon Dec 11 05:18:09 +0000 2017,0.0,0.709,0.291,Missouri woman wins lottery twice in one day https://t.co/R02f8xSleV https://t.co/JTebVBfius,27
@CBSNews,-0.1779,Mon Dec 11 05:03:07 +0000 2017,0.191,0.656,0.153,Faith Salie: What will be the aftermath of the sexual harassment firestorm? https://t.co/Q5xdE8rLeL https://t.co/CucIIsDwgV,28
@CBSNews,-0.802,Mon Dec 11 04:54:05 +0000 2017,0.444,0.556,0.0,"2 killed in Cessna plane crash on Molokai, officials say https://t.co/Lxwv4ZfFAS https://t.co/5n52QEXjnK",29
@CBSNews,-0.296,Mon Dec 11 04:48:05 +0000 2017,0.128,0.872,0.0,Pres. Trump talks tax cuts and budget on golf course with Sen. Lindsey Graham https://t.co/5IkXb7jiAG https://t.co/FifYsWJDa5,30
@CBSNews,-0.34,Mon Dec 11 04:33:07 +0000 2017,0.211,0.789,0.0,Boston fire crews respond to several manhole explosions https://t.co/a7oZeR612h https://t.co/UlOwlL4XZh,31
@CBSNews,-0.128,Mon Dec 11 04:22:07 +0000 2017,0.077,0.923,0.0,"If Roy Moore is elected, Sen. Susan Collins says senators will face ""tough decision"" on overturning Ala. voters… https://t.co/5pvS8FSqkq",32
@CBSNews,-0.6597,Mon Dec 11 04:18:06 +0000 2017,0.265,0.664,0.071,Celebrities rally for boy bullied at school after emotional video of him in tears goes viral https://t.co/nPxHRkGowX https://t.co/Ix1AbzTxv1,33
@CBSNews,0.5434,Mon Dec 11 04:03:05 +0000 2017,0.0,0.695,0.305,"A ""Christmas Carol"" with its own little miracle https://t.co/wEgsAsdY5a https://t.co/hw3f6pIrGO",34
@CBSNews,-0.5267,Mon Dec 11 03:48:05 +0000 2017,0.291,0.633,0.076,Police link four Detroit freeway shootings to same suspect or suspects https://t.co/Hsn0TkYR8A https://t.co/AqQbZIEzNd,35
@CBSNews,-0.3182,Mon Dec 11 03:33:06 +0000 2017,0.223,0.777,0.0,"U.K. snow forces flight cancelations, traffic accidents https://t.co/gOjNipSstT https://t.co/WVDi6xRxUZ",36
@CBSNews,-0.6705,Mon Dec 11 03:18:09 +0000 2017,0.29,0.71,0.0,"Woman killed, 2 men wounded in shooting at Columbus hookah bar https://t.co/mzVvg65074 https://t.co/rx1Pz9YYJG",37
@CBSNews,-0.6705,Mon Dec 11 03:03:07 +0000 2017,0.273,0.727,0.0,"Toxic combination of prescription drugs killed rapper Lil Peep, report says https://t.co/D2TcleGnrY https://t.co/yxXPsB707j",38
@CBSNews,-0.5267,Mon Dec 11 03:00:19 +0000 2017,0.195,0.805,0.0,Ellen DeGeneres says Santa Barbara home under threat of being burned by wildfires https://t.co/pDrxtzNq1X https://t.co/sAfsjmNijz,39
@CBSNews,-0.8591,Mon Dec 11 02:43:01 +0000 2017,0.373,0.627,0.0,NEW: Women who have publicly accused President Trump of sexual harassment and assault will speak at a news conferen… https://t.co/fVvsbxY7A3,40
@CBSNews,0.5267,Mon Dec 11 06:33:05 +0000 2017,0.0,0.726,0.274,"The triumphant reign of Broadway's ""The Lion King"" https://t.co/qLV410MiVG https://t.co/8DJqmJqALP",41
@CBSNews,0.0,Mon Dec 11 06:18:07 +0000 2017,0.164,0.672,0.164,Missing child alert issued for four brothers in Alabama https://t.co/bsBtX6qSe4 https://t.co/LTlQnBRHt9,42
@CBSNews,0.7351,Mon Dec 11 06:03:05 +0000 2017,0.0,0.446,0.554,The divine creations of Michelangelo https://t.co/6QZx6JZO8h https://t.co/aijGVoka7i,43
@CBSNews,0.1779,Mon Dec 11 05:48:05 +0000 2017,0.0,0.841,0.159,Mother and 2-year-old kicked off Spirit Airlines flight https://t.co/tXz7jCnYI2 https://t.co/k7QFTFRJ2W,44
@CBSNews,0.0,Mon Dec 11 05:33:06 +0000 2017,0.0,1.0,0.0,"Transcript: Nikki Haley on ""Face the Nation,"" Dec. 10, 2017 https://t.co/wesTVAjEJi https://t.co/tKW7ttx2vE",45
@CBSNews,-0.8126,Mon Dec 11 05:24:08 +0000 2017,0.355,0.57,0.075,Ollie the pit bull: Dog's torture sparks push for tougher laws against animal abuse https://t.co/y9VSbQofgG https://t.co/qf9Mu5ZDoe,46
@CBSNews,0.5719,Mon Dec 11 05:18:09 +0000 2017,0.0,0.709,0.291,Missouri woman wins lottery twice in one day https://t.co/R02f8xSleV https://t.co/JTebVBfius,47
@CBSNews,-0.1779,Mon Dec 11 05:03:07 +0000 2017,0.191,0.656,0.153,Faith Salie: What will be the aftermath of the sexual harassment firestorm? https://t.co/Q5xdE8rLeL https://t.co/CucIIsDwgV,48
@CBSNews,-0.802,Mon Dec 11 04:54:05 +0000 2017,0.444,0.556,0.0,"2 killed in Cessna plane crash on Molokai, officials say https://t.co/Lxwv4ZfFAS https://t.co/5n52QEXjnK",49
@CBSNews,-0.296,Mon Dec 11 04:48:05 +0000 2017,0.128,0.872,0.0,Pres. Trump talks tax cuts and budget on golf course with Sen. Lindsey Graham https://t.co/5IkXb7jiAG https://t.co/FifYsWJDa5,50
@CBSNews,-0.34,Mon Dec 11 04:33:07 +0000 2017,0.211,0.789,0.0,Boston fire crews respond to several manhole explosions https://t.co/a7oZeR612h https://t.co/UlOwlL4XZh,51
@CBSNews,-0.128,Mon Dec 11 04:22:07 +0000 2017,0.077,0.923,0.0,"If Roy Moore is elected, Sen. Susan Collins says senators will face ""tough decision"" on overturning Ala. voters… https://t.co/5pvS8FSqkq",52
@CBSNews,-0.6597,Mon Dec 11 04:18:06 +0000 2017,0.265,0.664,0.071,Celebrities rally for boy bullied at school after emotional video of him in tears goes viral https://t.co/nPxHRkGowX https://t.co/Ix1AbzTxv1,53
@CBSNews,0.5434,Mon Dec 11 04:03:05 +0000 2017,0.0,0.695,0.305,"A ""Christmas Carol"" with its own little miracle https://t.co/wEgsAsdY5a https://t.co/hw3f6pIrGO",54
@CBSNews,-0.5267,Mon Dec 11 03:48:05 +0000 2017,0.291,0.633,0.076,Police link four Detroit freeway shootings to same suspect or suspects https://t.co/Hsn0TkYR8A https://t.co/AqQbZIEzNd,55
@CBSNews,-0.3182,Mon Dec 11 03:33:06 +0000 2017,0.223,0.777,0.0,"U.K. snow forces flight cancelations, traffic accidents https://t.co/gOjNipSstT https://t.co/WVDi6xRxUZ",56
@CBSNews,-0.6705,Mon Dec 11 03:18:09 +0000 2017,0.29,0.71,0.0,"Woman killed, 2 men wounded in shooting at Columbus hookah bar https://t.co/mzVvg65074 https://t.co/rx1Pz9YYJG",57
@CBSNews,-0.6705,Mon Dec 11 03:03:07 +0000 2017,0.273,0.727,0.0,"Toxic combination of prescription drugs killed rapper Lil Peep, report says https://t.co/D2TcleGnrY https://t.co/yxXPsB707j",58
@CBSNews,-0.5267,Mon Dec 11 03:00:19 +0000 2017,0.195,0.805,0.0,Ellen DeGeneres says Santa Barbara home under threat of being burned by wildfires https://t.co/pDrxtzNq1X https://t.co/sAfsjmNijz,59
@CBSNews,-0.8591,Mon Dec 11 02:43:01 +0000 2017,0.373,0.627,0.0,NEW: Women who have publicly accused President Trump of sexual harassment and assault will speak at a news conferen… https://t.co/fVvsbxY7A3,60
@CBSNews,0.5267,Mon Dec 11 06:33:05 +0000 2017,0.0,0.726,0.274,"The triumphant reign of Broadway's ""The Lion King"" https://t.co/qLV410MiVG https://t.co/8DJqmJqALP",61
@CBSNews,0.0,Mon Dec 11 06:18:07 +0000 2017,0.164,0.672,0.164,Missing child alert issued for four brothers in Alabama https://t.co/bsBtX6qSe4 https://t.co/LTlQnBRHt9,62
@CBSNews,0.7351,Mon Dec 11 06:03:05 +0000 2017,0.0,0.446,0.554,The divine creations of Michelangelo https://t.co/6QZx6JZO8h https://t.co/aijGVoka7i,63
@CBSNews,0.1779,Mon Dec 11 05:48:05 +0000 2017,0.0,0.841,0.159,Mother and 2-year-old kicked off Spirit Airlines flight https://t.co/tXz7jCnYI2 https://t.co/k7QFTFRJ2W,64
@CBSNews,0.0,Mon Dec 11 05:33:06 +0000 2017,0.0,1.0,0.0,"Transcript: Nikki Haley on ""Face the Nation,"" Dec. 10, 2017 https://t.co/wesTVAjEJi https://t.co/tKW7ttx2vE",65
@CBSNews,-0.8126,Mon Dec 11 05:24:08 +0000 2017,0.355,0.57,0.075,Ollie the pit bull: Dog's torture sparks push for tougher laws against animal abuse https://t.co/y9VSbQofgG https://t.co/qf9Mu5ZDoe,66
@CBSNews,0.5719,Mon Dec 11 05:18:09 +0000 2017,0.0,0.709,0.291,Missouri woman wins lottery twice in one day https://t.co/R02f8xSleV https://t.co/JTebVBfius,67
@CBSNews,-0.1779,Mon Dec 11 05:03:07 +0000 2017,0.191,0.656,0.153,Faith Salie: What will be the aftermath of the sexual harassment firestorm? https://t.co/Q5xdE8rLeL https://t.co/CucIIsDwgV,68
@CBSNews,-0.802,Mon Dec 11 04:54:05 +0000 2017,0.444,0.556,0.0,"2 killed in Cessna plane crash on Molokai, officials say https://t.co/Lxwv4ZfFAS https://t.co/5n52QEXjnK",69
@CBSNews,-0.296,Mon Dec 11 04:48:05 +0000 2017,0.128,0.872,0.0,Pres. Trump talks tax cuts and budget on golf course with Sen. Lindsey Graham https://t.co/5IkXb7jiAG https://t.co/FifYsWJDa5,70
@CBSNews,-0.34,Mon Dec 11 04:33:07 +0000 2017,0.211,0.789,0.0,Boston fire crews respond to several manhole explosions https://t.co/a7oZeR612h https://t.co/UlOwlL4XZh,71
@CBSNews,-0.128,Mon Dec 11 04:22:07 +0000 2017,0.077,0.923,0.0,"If Roy Moore is elected, Sen. Susan Collins says senators will face ""tough decision"" on overturning Ala. voters… https://t.co/5pvS8FSqkq",72
@CBSNews,-0.6597,Mon Dec 11 04:18:06 +0000 2017,0.265,0.664,0.071,Celebrities rally for boy bullied at school after emotional video of him in tears goes viral https://t.co/nPxHRkGowX https://t.co/Ix1AbzTxv1,73
@CBSNews,0.5434,Mon Dec 11 04:03:05 +0000 2017,0.0,0.695,0.305,"A ""Christmas Carol"" with its own little miracle https://t.co/wEgsAsdY5a https://t.co/hw3f6pIrGO",74
@CBSNews,-0.5267,Mon Dec 11 03:48:05 +0000 2017,0.291,0.633,0.076,Police link four Detroit freeway shootings to same suspect or suspects https://t.co/Hsn0TkYR8A https://t.co/AqQbZIEzNd,75
@CBSNews,-0.3182,Mon Dec 11 03:33:06 +0000 2017,0.223,0.777,0.0,"U.K. snow forces flight cancelations, traffic accidents https://t.co/gOjNipSstT https://t.co/WVDi6xRxUZ",76
@CBSNews,-0.6705,Mon Dec 11 03:18:09 +0000 2017,0.29,0.71,0.0,"Woman killed, 2 men wounded in shooting at Columbus hookah bar https://t.co/mzVvg65074 https://t.co/rx1Pz9YYJG",77
@CBSNews,-0.6705,Mon Dec 11 03:03:07 +0000 2017,0.273,0.727,0.0,"Toxic combination of prescription drugs killed rapper Lil Peep, report says https://t.co/D2TcleGnrY https://t.co/yxXPsB707j",78
@CBSNews,-0.5267,Mon Dec 11 03:00:19 +0000 2017,0.195,0.805,0.0,Ellen DeGeneres says Santa Barbara home under threat of being burned by wildfires https://t.co/pDrxtzNq1X https://t.co/sAfsjmNijz,79
@CBSNews,-0.8591,Mon Dec 11 02:43:01 +0000 2017,0.373,0.627,0.0,NEW: Women who have publicly accused President Trump of sexual harassment and assault will speak at a news conferen… https://t.co/fVvsbxY7A3,80
@CBSNews,0.5267,Mon Dec 11 06:33:05 +0000 2017,0.0,0.726,0.274,"The triumphant reign of Broadway's ""The Lion King"" https://t.co/qLV410MiVG https://t.co/8DJqmJqALP",81
@CBSNews,0.0,Mon Dec 11 06:18:07 +0000 2017,0.164,0.672,0.164,Missing child alert issued for four brothers in Alabama https://t.co/bsBtX6qSe4 https://t.co/LTlQnBRHt9,82
@CBSNews,0.7351,Mon Dec 11 06:03:05 +0000 2017,0.0,0.446,0.554,The divine creations of Michelangelo https://t.co/6QZx6JZO8h https://t.co/aijGVoka7i,83
@CBSNews,0.1779,Mon Dec 11 05:48:05 +0000 2017,0.0,0.841,0.159,Mother and 2-year-old kicked off Spirit Airlines flight https://t.co/tXz7jCnYI2 https://t.co/k7QFTFRJ2W,84
@CBSNews,0.0,Mon Dec 11 05:33:06 +0000 2017,0.0,1.0,0.0,"Transcript: Nikki Haley on ""Face the Nation,"" Dec. 10, 2017 https://t.co/wesTVAjEJi https://t.co/tKW7ttx2vE",85
@CBSNews,-0.8126,Mon Dec 11 05:24:08 +0000 2017,0.355,0.57,0.075,Ollie the pit bull: Dog's torture sparks push for tougher laws against animal abuse https://t.co/y9VSbQofgG https://t.co/qf9Mu5ZDoe,86
@CBSNews,0.5719,Mon Dec 11 05:18:09 +0000 2017,0.0,0.709,0.291,Missouri woman wins lottery twice in one day https://t.co/R02f8xSleV https://t.co/JTebVBfius,87
@CBSNews,-0.1779,Mon Dec 11 05:03:07 +0000 2017,0.191,0.656,0.153,Faith Salie: What will be the aftermath of the sexual harassment firestorm? https://t.co/Q5xdE8rLeL https://t.co/CucIIsDwgV,88
@CBSNews,-0.802,Mon Dec 11 04:54:05 +0000 2017,0.444,0.556,0.0,"2 killed in Cessna plane crash on Molokai, officials say https://t.co/Lxwv4ZfFAS https://t.co/5n52QEXjnK",89
@CBSNews,-0.296,Mon Dec 11 04:48:05 +0000 2017,0.128,0.872,0.0,Pres. Trump talks tax cuts and budget on golf course with Sen. Lindsey Graham https://t.co/5IkXb7jiAG https://t.co/FifYsWJDa5,90
@CBSNews,-0.34,Mon Dec 11 04:33:07 +0000 2017,0.211,0.789,0.0,Boston fire crews respond to several manhole explosions https://t.co/a7oZeR612h https://t.co/UlOwlL4XZh,91
@CBSNews,-0.128,Mon Dec 11 04:22:07 +0000 2017,0.077,0.923,0.0,"If Roy Moore is elected, Sen. Susan Collins says senators will face ""tough decision"" on overturning Ala. voters… https://t.co/5pvS8FSqkq",92
@CBSNews,-0.6597,Mon Dec 11 04:18:06 +0000 2017,0.265,0.664,0.071,Celebrities rally for boy bullied at school after emotional video of him in tears goes viral https://t.co/nPxHRkGowX https://t.co/Ix1AbzTxv1,93
@CBSNews,0.5434,Mon Dec 11 04:03:05 +0000 2017,0.0,0.695,0.305,"A ""Christmas Carol"" with its own little miracle https://t.co/wEgsAsdY5a https://t.co/hw3f6pIrGO",94
@CBSNews,-0.5267,Mon Dec 11 03:48:05 +0000 2017,0.291,0.633,0.076,Police link four Detroit freeway shootings to same suspect or suspects https://t.co/Hsn0TkYR8A https://t.co/AqQbZIEzNd,95
@CBSNews,-0.3182,Mon Dec 11 03:33:06 +0000 2017,0.223,0.777,0.0,"U.K. snow forces flight cancelations, traffic accidents https://t.co/gOjNipSstT https://t.co/WVDi6xRxUZ",96
@CBSNews,-0.6705,Mon Dec 11 03:18:09 +0000 2017,0.29,0.71,0.0,"Woman killed, 2 men wounded in shooting at Columbus hookah bar https://t.co/mzVvg65074 https://t.co/rx1Pz9YYJG",97
@CBSNews,-0.6705,Mon Dec 11 03:03:07 +0000 2017,0.273,0.727,0.0,"Toxic combination of prescription drugs killed rapper Lil Peep, report says https://t.co/D2TcleGnrY https://t.co/yxXPsB707j",98
@CBSNews,-0.5267,Mon Dec 11 03:00:19 +0000 2017,0.195,0.805,0.0,Ellen DeGeneres says Santa Barbara home under threat of being burned by wildfires https://t.co/pDrxtzNq1X https://t.co/sAfsjmNijz,99
@CBSNews,-0.8591,Mon Dec 11 02:43:01 +0000 2017,0.373,0.627,0.0,NEW: Women who have publicly accused President Trump of sexual harassment and assault will speak at a news conferen… https://t.co/fVvsbxY7A3,100
@CBSNews,0.5267,Mon Dec 11 06:33:05 +0000 2017,0.0,0.726,0.274,"The triumphant reign of Broadway's ""The Lion King"" https://t.co/qLV410MiVG https://t.co/8DJqmJqALP",101
@CBSNews,0.0,Mon Dec 11 06:18:07 +0000 2017,0.164,0.672,0.164,Missing child alert issued for four brothers in Alabama https://t.co/bsBtX6qSe4 https://t.co/LTlQnBRHt9,102
@CBSNews,0.7351,Mon Dec 11 06:03:05 +0000 2017,0.0,0.446,0.554,The divine creations of Michelangelo https://t.co/6QZx6JZO8h https://t.co/aijGVoka7i,103
@CBSNews,0.1779,Mon Dec 11 05:48:05 +0000 2017,0.0,0.841,0.159,Mother and 2-year-old kicked off Spirit Airlines flight https://t.co/tXz7jCnYI2 https://t.co/k7QFTFRJ2W,104
@CBSNews,0.0,Mon Dec 11 05:33:06 +0000 2017,0.0,1.0,0.0,"Transcript: Nikki Haley on ""Face the Nation,"" Dec. 10, 2017 https://t.co/wesTVAjEJi https://t.co/tKW7ttx2vE",105
@CBSNews,-0.8126,Mon Dec 11 05:24:08 +0000 2017,0.355,0.57,0.075,Ollie the pit bull: Dog's torture sparks push for tougher laws against animal abuse https://t.co/y9VSbQofgG https://t.co/qf9Mu5ZDoe,106
@CBSNews,0.5719,Mon Dec 11 05:18:09 +0000 2017,0.0,0.709,0.291,Missouri woman wins lottery twice in one day https://t.co/R02f8xSleV https://t.co/JTebVBfius,107
@CBSNews,-0.1779,Mon Dec 11 05:03:07 +0000 2017,0.191,0.656,0.153,Faith Salie: What will be the aftermath of the sexual harassment firestorm? https://t.co/Q5xdE8rLeL https://t.co/CucIIsDwgV,108
@CBSNews,-0.802,Mon Dec 11 04:54:05 +0000 2017,0.444,0.556,0.0,"2 killed in Cessna plane crash on Molokai, officials say https://t.co/Lxwv4ZfFAS https://t.co/5n52QEXjnK",109
@CBSNews,-0.296,Mon Dec 11 04:48:05 +0000 2017,0.128,0.872,0.0,Pres. Trump talks tax cuts and budget on golf course with Sen. Lindsey Graham https://t.co/5IkXb7jiAG https://t.co/FifYsWJDa5,110
@CBSNews,-0.34,Mon Dec 11 04:33:07 +0000 2017,0.211,0.789,0.0,Boston fire crews respond to several manhole explosions https://t.co/a7oZeR612h https://t.co/UlOwlL4XZh,111
@CBSNews,-0.128,Mon Dec 11 04:22:07 +0000 2017,0.077,0.923,0.0,"If Roy Moore is elected, Sen. Susan Collins says senators will face ""tough decision"" on overturning Ala. voters… https://t.co/5pvS8FSqkq",112
@CBSNews,-0.6597,Mon Dec 11 04:18:06 +0000 2017,0.265,0.664,0.071,Celebrities rally for boy bullied at school after emotional video of him in tears goes viral https://t.co/nPxHRkGowX https://t.co/Ix1AbzTxv1,113
@CBSNews,0.5434,Mon Dec 11 04:03:05 +0000 2017,0.0,0.695,0.305,"A ""Christmas Carol"" with its own little miracle https://t.co/wEgsAsdY5a https://t.co/hw3f6pIrGO",114
@CBSNews,-0.5267,Mon Dec 11 03:48:05 +0000 2017,0.291,0.633,0.076,Police link four Detroit freeway shootings to same suspect or suspects https://t.co/Hsn0TkYR8A https://t.co/AqQbZIEzNd,115
@CBSNews,-0.3182,Mon Dec 11 03:33:06 +0000 2017,0.223,0.777,0.0,"U.K. snow forces flight cancelations, traffic accidents https://t.co/gOjNipSstT https://t.co/WVDi6xRxUZ",116
@CBSNews,-0.6705,Mon Dec 11 03:18:09 +0000 2017,0.29,0.71,0.0,"Woman killed, 2 men wounded in shooting at Columbus hookah bar https://t.co/mzVvg65074 https://t.co/rx1Pz9YYJG",117
@CBSNews,-0.6705,Mon Dec 11 03:03:07 +0000 2017,0.273,0.727,0.0,"Toxic combination of prescription drugs killed rapper Lil Peep, report says https://t.co/D2TcleGnrY https://t.co/yxXPsB707j",118
@CBSNews,-0.5267,Mon Dec 11 03:00:19 +0000 2017,0.195,0.805,0.0,Ellen DeGeneres says Santa Barbara home under threat of being burned by wildfires https://t.co/pDrxtzNq1X https://t.co/sAfsjmNijz,119
@CBSNews,-0.8591,Mon Dec 11 02:43:01 +0000 2017,0.373,0.627,0.0,NEW: Women who have publicly accused President Trump of sexual harassment and assault will speak at a news conferen… https://t.co/fVvsbxY7A3,120
@CNN,0.0,Mon Dec 11 06:32:34 +0000 2017,0.0,1.0,0.0,"""My life depends on it. I need you to make your vote match your principles, Senator."" A man who says he was recentl… https://t.co/n8GXUtbyVV",1
@CNN,0.6369,Mon Dec 11 06:27:40 +0000 2017,0.0,0.792,0.208,Alabama's high-stakes Senate election perfectly encapsulates how the age of Donald Trump has turned political logic… https://t.co/HjcVMLMHTM,2
@CNN,0.5719,Mon Dec 11 06:14:18 +0000 2017,0.0,0.783,0.217,A Hong Kong resident shares his tips for street photography so your images will look like a pro snapped them… https://t.co/vjhNCglprn,3
@CNN,0.2732,Mon Dec 11 06:00:18 +0000 2017,0.0,0.905,0.095,"References to climate change and the EPA's use of renewable energy have been removed from several of its web pages,… https://t.co/8JynJpKqbV",4
@CNN,0.5267,Mon Dec 11 05:54:56 +0000 2017,0.214,0.461,0.326,"""Mutual destruction is only one impulsive tantrum away."" 2017 Nobel Peace Prize winners urge world leaders to prohi… https://t.co/ZaVU378k5j",5
@CNN,0.0,Mon Dec 11 05:31:55 +0000 2017,0.0,1.0,0.0,"“It’s more than a cup of coffee, it’s a human rights movement” says Amy Wright, who founded @bittyandbeauscoffee em… https://t.co/rJMDuYSjGJ",6
@CNN,0.0772,Mon Dec 11 05:20:05 +0000 2017,0.0,0.925,0.075,"Vice President Mike Pence and Palestinian Authority President Mahmoud Abbas won't meet, vice president's office con… https://t.co/cLSgK4pnev",7
@CNN,0.0,Mon Dec 11 05:10:07 +0000 2017,0.0,1.0,0.0,The Chicago Board Options Exchange on Sunday began trading bitcoin futures -- a new step for the cryptocurrency… https://t.co/qrPKIalhxb,8
@CNN,0.0,Mon Dec 11 05:00:07 +0000 2017,0.0,1.0,0.0,"Obama is right — US democracy is fragile, writes Ruth Ben-Ghiat https://t.co/aFOQNrYG2j (via @CNNOpinion) https://t.co/wcE6ev1BBu",9
@CNN,-0.4939,Mon Dec 11 04:52:04 +0000 2017,0.158,0.842,0.0,"An incomplete tunnel running for more than a kilometer from Gaza into southern Israel has been destroyed, Israel's… https://t.co/XtA96NRhkU",10
@CNN,0.25,Mon Dec 11 04:45:09 +0000 2017,0.0,0.857,0.143,"UN chief says ""America First"" slogan is ""detrimental to American interests"" https://t.co/B4NV1ScY5J https://t.co/DdvViPizBf",11
@CNN,0.0,Mon Dec 11 04:39:44 +0000 2017,0.0,1.0,0.0,"A man walking his dog on a British Columbia beach this week made a grisly discovery: A foot in a shoe, along with p… https://t.co/RmmpqeUTdb",12
@CNN,-0.34,Mon Dec 11 04:31:50 +0000 2017,0.124,0.876,0.0,Samir Lakhani was a college student when he started his nonprofit @ecosoapbank taking discarded soap from hotels an… https://t.co/mo8sw7CzCz,13
@CNN,0.0,Mon Dec 11 04:27:23 +0000 2017,0.0,1.0,0.0,"""We should all be willing to listen to"" women who speak up about inappropriate sexual behavior, including President… https://t.co/TEjRTRnSis",14
@CNN,0.0,Mon Dec 11 04:17:59 +0000 2017,0.0,1.0,0.0,"""The demolition crew was savage."" Beijing forces migrant workers from their homes as part of a drive to shut down w… https://t.co/oiru5mbGer",15
@CNN,0.2023,Mon Dec 11 04:00:21 +0000 2017,0.0,0.886,0.114,Democratic lawmakers have asked the Treasury Department for documents on financial dealings with Russia… https://t.co/pBmTUHxsAz,16
@CNN,0.0,Mon Dec 11 03:50:08 +0000 2017,0.0,1.0,0.0,McLaren's 'most extreme' road car costs $1 million https://t.co/a1Unk82nwx https://t.co/yvlL9LCdSq,17
@CNN,0.4019,Mon Dec 11 03:40:30 +0000 2017,0.0,0.881,0.119,Venezuelan President Nicolas Maduro has said that some of the main opposition parties will not be allowed to run in… https://t.co/VmN9pU5gEC,18
@CNN,0.0,Mon Dec 11 03:30:12 +0000 2017,0.0,1.0,0.0,These are the most eye-catching photos from 2017 https://t.co/lXgXsyNfa6 https://t.co/Z6N0yRLk60,19
