Channel,Compound,Date,Negative,Neutral,Positive,Tweet,Tweet_Number
@CNN,0.0,Mon Dec 11 03:25:06 +0000 2017,0.0,1.0,0.0,"Heavy snow fell in many parts of the UK on Sunday as Storm Caroline, the biggest storm so far this year, caused wid… https://t.co/R9UCEICrxm",20
@CNN,0.0,Mon Dec 11 06:32:34 +0000 2017,0.0,1.0,0.0,"""My life depends on it. I need you to make your vote match your principles, Senator."" A man who says he was recentl… https://t.co/n8GXUtbyVV",21
@CNN,0.6369,Mon Dec 11 06:27:40 +0000 2017,0.0,0.792,0.208,Alabama's high-stakes Senate election perfectly encapsulates how the age of Donald Trump has turned political logic… https://t.co/HjcVMLMHTM,22
@CNN,0.5719,Mon Dec 11 06:14:18 +0000 2017,0.0,0.783,0.217,A Hong Kong resident shares his tips for street photography so your images will look like a pro snapped them… https://t.co/vjhNCglprn,23
@CNN,0.2732,Mon Dec 11 06:00:18 +0000 2017,0.0,0.905,0.095,"References to climate change and the EPA's use of renewable energy have been removed from several of its web pages,… https://t.co/8JynJpKqbV",24
@CNN,0.5267,Mon Dec 11 05:54:56 +0000 2017,0.214,0.461,0.326,"""Mutual destruction is only one impulsive tantrum away."" 2017 Nobel Peace Prize winners urge world leaders to prohi… https://t.co/ZaVU378k5j",25
@CNN,0.0,Mon Dec 11 05:31:55 +0000 2017,0.0,1.0,0.0,"“It’s more than a cup of coffee, it’s a human rights movement” says Amy Wright, who founded @bittyandbeauscoffee em… https://t.co/rJMDuYSjGJ",26
@CNN,0.0772,Mon Dec 11 05:20:05 +0000 2017,0.0,0.925,0.075,"Vice President Mike Pence and Palestinian Authority President Mahmoud Abbas won't meet, vice president's office con… https://t.co/cLSgK4pnev",27
@CNN,0.0,Mon Dec 11 05:10:07 +0000 2017,0.0,1.0,0.0,The Chicago Board Options Exchange on Sunday began trading bitcoin futures -- a new step for the cryptocurrency… https://t.co/qrPKIalhxb,28
@CNN,0.0,Mon Dec 11 05:00:07 +0000 2017,0.0,1.0,0.0,"Obama is right — US democracy is fragile, writes Ruth Ben-Ghiat https://t.co/aFOQNrYG2j (via @CNNOpinion) https://t.co/wcE6ev1BBu",29
@CNN,-0.4939,Mon Dec 11 04:52:04 +0000 2017,0.158,0.842,0.0,"An incomplete tunnel running for more than a kilometer from Gaza into southern Israel has been destroyed, Israel's… https://t.co/XtA96NRhkU",30
@CNN,0.25,Mon Dec 11 04:45:09 +0000 2017,0.0,0.857,0.143,"UN chief says ""America First"" slogan is ""detrimental to American interests"" https://t.co/B4NV1ScY5J https://t.co/DdvViPizBf",31
@CNN,0.0,Mon Dec 11 04:39:44 +0000 2017,0.0,1.0,0.0,"A man walking his dog on a British Columbia beach this week made a grisly discovery: A foot in a shoe, along with p… https://t.co/RmmpqeUTdb",32
@CNN,-0.34,Mon Dec 11 04:31:50 +0000 2017,0.124,0.876,0.0,Samir Lakhani was a college student when he started his nonprofit @ecosoapbank taking discarded soap from hotels an… https://t.co/mo8sw7CzCz,33
@CNN,0.0,Mon Dec 11 04:27:23 +0000 2017,0.0,1.0,0.0,"""We should all be willing to listen to"" women who speak up about inappropriate sexual behavior, including President… https://t.co/TEjRTRnSis",34
@CNN,0.0,Mon Dec 11 04:17:59 +0000 2017,0.0,1.0,0.0,"""The demolition crew was savage."" Beijing forces migrant workers from their homes as part of a drive to shut down w… https://t.co/oiru5mbGer",35
@CNN,0.2023,Mon Dec 11 04:00:21 +0000 2017,0.0,0.886,0.114,Democratic lawmakers have asked the Treasury Department for documents on financial dealings with Russia… https://t.co/pBmTUHxsAz,36
@CNN,0.0,Mon Dec 11 03:50:08 +0000 2017,0.0,1.0,0.0,McLaren's 'most extreme' road car costs $1 million https://t.co/a1Unk82nwx https://t.co/yvlL9LCdSq,37
@CNN,0.4019,Mon Dec 11 03:40:30 +0000 2017,0.0,0.881,0.119,Venezuelan President Nicolas Maduro has said that some of the main opposition parties will not be allowed to run in… https://t.co/VmN9pU5gEC,38
@CNN,0.0,Mon Dec 11 03:30:12 +0000 2017,0.0,1.0,0.0,These are the most eye-catching photos from 2017 https://t.co/lXgXsyNfa6 https://t.co/Z6N0yRLk60,39
@CNN,0.0,Mon Dec 11 03:25:06 +0000 2017,0.0,1.0,0.0,"Heavy snow fell in many parts of the UK on Sunday as Storm Caroline, the biggest storm so far this year, caused wid… https://t.co/R9UCEICrxm",40
@CNN,0.0,Mon Dec 11 06:32:34 +0000 2017,0.0,1.0,0.0,"""My life depends on it. I need you to make your vote match your principles, Senator."" A man who says he was recentl… https://t.co/n8GXUtbyVV",41
@CNN,0.6369,Mon Dec 11 06:27:40 +0000 2017,0.0,0.792,0.208,Alabama's high-stakes Senate election perfectly encapsulates how the age of Donald Trump has turned political logic… https://t.co/HjcVMLMHTM,42
@CNN,0.5719,Mon Dec 11 06:14:18 +0000 2017,0.0,0.783,0.217,A Hong Kong resident shares his tips for street photography so your images will look like a pro snapped them… https://t.co/vjhNCglprn,43
@CNN,0.2732,Mon Dec 11 06:00:18 +0000 2017,0.0,0.905,0.095,"References to climate change and the EPA's use of renewable energy have been removed from several of its web pages,… https://t.co/8JynJpKqbV",44
@CNN,0.5267,Mon Dec 11 05:54:56 +0000 2017,0.214,0.461,0.326,"""Mutual destruction is only one impulsive tantrum away."" 2017 Nobel Peace Prize winners urge world leaders to prohi… https://t.co/ZaVU378k5j",45
@CNN,0.0,Mon Dec 11 05:31:55 +0000 2017,0.0,1.0,0.0,"“It’s more than a cup of coffee, it’s a human rights movement” says Amy Wright, who founded @bittyandbeauscoffee em… https://t.co/rJMDuYSjGJ",46
@CNN,0.0772,Mon Dec 11 05:20:05 +0000 2017,0.0,0.925,0.075,"Vice President Mike Pence and Palestinian Authority President Mahmoud Abbas won't meet, vice president's office con… https://t.co/cLSgK4pnev",47
@CNN,0.0,Mon Dec 11 05:10:07 +0000 2017,0.0,1.0,0.0,The Chicago Board Options Exchange on Sunday began trading bitcoin futures -- a new step for the cryptocurrency… https://t.co/qrPKIalhxb,48
@CNN,0.0,Mon Dec 11 05:00:07 +0000 2017,0.0,1.0,0.0,"Obama is right — US democracy is fragile, writes Ruth Ben-Ghiat https://t.co/aFOQNrYG2j (via @CNNOpinion) https://t.co/wcE6ev1BBu",49
@CNN,-0.4939,Mon Dec 11 04:52:04 +0000 2017,0.158,0.842,0.0,"An incomplete tunnel running for more than a kilometer from Gaza into southern Israel has been destroyed, Israel's… https://t.co/XtA96NRhkU",50
@CNN,0.25,Mon Dec 11 04:45:09 +0000 2017,0.0,0.857,0.143,"UN chief says ""America First"" slogan is ""detrimental to American interests"" https://t.co/B4NV1ScY5J https://t.co/DdvViPizBf",51
@CNN,0.0,Mon Dec 11 04:39:44 +0000 2017,0.0,1.0,0.0,"A man walking his dog on a British Columbia beach this week made a grisly discovery: A foot in a shoe, along with p… https://t.co/RmmpqeUTdb",52
@CNN,-0.34,Mon Dec 11 04:31:50 +0000 2017,0.124,0.876,0.0,Samir Lakhani was a college student when he started his nonprofit @ecosoapbank taking discarded soap from hotels an… https://t.co/mo8sw7CzCz,53
@CNN,0.0,Mon Dec 11 04:27:23 +0000 2017,0.0,1.0,0.0,"""We should all be willing to listen to"" women who speak up about inappropriate sexual behavior, including President… https://t.co/TEjRTRnSis",54
@CNN,0.0,Mon Dec 11 04:17:59 +0000 2017,0.0,1.0,0.0,"""The demolition crew was savage."" Beijing forces migrant workers from their homes as part of a drive to shut down w… https://t.co/oiru5mbGer",55
@CNN,0.2023,Mon Dec 11 04:00:21 +0000 2017,0.0,0.886,0.114,Democratic lawmakers have asked the Treasury Department for documents on financial dealings with Russia… https://t.co/pBmTUHxsAz,56
@CNN,0.0,Mon Dec 11 03:50:08 +0000 2017,0.0,1.0,0.0,McLaren's 'most extreme' road car costs $1 million https://t.co/a1Unk82nwx https://t.co/yvlL9LCdSq,57
@CNN,0.4019,Mon Dec 11 03:40:30 +0000 2017,0.0,0.881,0.119,Venezuelan President Nicolas Maduro has said that some of the main opposition parties will not be allowed to run in… https://t.co/VmN9pU5gEC,58
@CNN,0.0,Mon Dec 11 03:30:12 +0000 2017,0.0,1.0,0.0,These are the most eye-catching photos from 2017 https://t.co/lXgXsyNfa6 https://t.co/Z6N0yRLk60,59
@CNN,0.0,Mon Dec 11 03:25:06 +0000 2017,0.0,1.0,0.0,"Heavy snow fell in many parts of the UK on Sunday as Storm Caroline, the biggest storm so far this year, caused wid… https://t.co/R9UCEICrxm",60
@CNN,0.0,Mon Dec 11 06:32:34 +0000 2017,0.0,1.0,0.0,"""My life depends on it. I need you to make your vote match your principles, Senator."" A man who says he was recentl… https://t.co/n8GXUtbyVV",61
@CNN,0.6369,Mon Dec 11 06:27:40 +0000 2017,0.0,0.792,0.208,Alabama's high-stakes Senate election perfectly encapsulates how the age of Donald Trump has turned political logic… https://t.co/HjcVMLMHTM,62
@CNN,0.5719,Mon Dec 11 06:14:18 +0000 2017,0.0,0.783,0.217,A Hong Kong resident shares his tips for street photography so your images will look like a pro snapped them… https://t.co/vjhNCglprn,63
@CNN,0.2732,Mon Dec 11 06:00:18 +0000 2017,0.0,0.905,0.095,"References to climate change and the EPA's use of renewable energy have been removed from several of its web pages,… https://t.co/8JynJpKqbV",64
@CNN,0.5267,Mon Dec 11 05:54:56 +0000 2017,0.214,0.461,0.326,"""Mutual destruction is only one impulsive tantrum away."" 2017 Nobel Peace Prize winners urge world leaders to prohi… https://t.co/ZaVU378k5j",65
@CNN,0.0,Mon Dec 11 05:31:55 +0000 2017,0.0,1.0,0.0,"“It’s more than a cup of coffee, it’s a human rights movement” says Amy Wright, who founded @bittyandbeauscoffee em… https://t.co/rJMDuYSjGJ",66
@CNN,0.0772,Mon Dec 11 05:20:05 +0000 2017,0.0,0.925,0.075,"Vice President Mike Pence and Palestinian Authority President Mahmoud Abbas won't meet, vice president's office con… https://t.co/cLSgK4pnev",67
@CNN,0.0,Mon Dec 11 05:10:07 +0000 2017,0.0,1.0,0.0,The Chicago Board Options Exchange on Sunday began trading bitcoin futures -- a new step for the cryptocurrency… https://t.co/qrPKIalhxb,68
@CNN,0.0,Mon Dec 11 05:00:07 +0000 2017,0.0,1.0,0.0,"Obama is right — US democracy is fragile, writes Ruth Ben-Ghiat https://t.co/aFOQNrYG2j (via @CNNOpinion) https://t.co/wcE6ev1BBu",69
@CNN,-0.4939,Mon Dec 11 04:52:04 +0000 2017,0.158,0.842,0.0,"An incomplete tunnel running for more than a kilometer from Gaza into southern Israel has been destroyed, Israel's… https://t.co/XtA96NRhkU",70
@CNN,0.25,Mon Dec 11 04:45:09 +0000 2017,0.0,0.857,0.143,"UN chief says ""America First"" slogan is ""detrimental to American interests"" https://t.co/B4NV1ScY5J https://t.co/DdvViPizBf",71
@CNN,0.0,Mon Dec 11 04:39:44 +0000 2017,0.0,1.0,0.0,"A man walking his dog on a British Columbia beach this week made a grisly discovery: A foot in a shoe, along with p… https://t.co/RmmpqeUTdb",72
@CNN,-0.34,Mon Dec 11 04:31:50 +0000 2017,0.124,0.876,0.0,Samir Lakhani was a college student when he started his nonprofit @ecosoapbank taking discarded soap from hotels an… https://t.co/mo8sw7CzCz,73
@CNN,0.0,Mon Dec 11 04:27:23 +0000 2017,0.0,1.0,0.0,"""We should all be willing to listen to"" women who speak up about inappropriate sexual behavior, including President… https://t.co/TEjRTRnSis",74
@CNN,0.0,Mon Dec 11 04:17:59 +0000 2017,0.0,1.0,0.0,"""The demolition crew was savage."" Beijing forces migrant workers from their homes as part of a drive to shut down w… https://t.co/oiru5mbGer",75
@CNN,0.2023,Mon Dec 11 04:00:21 +0000 2017,0.0,0.886,0.114,Democratic lawmakers have asked the Treasury Department for documents on financial dealings with Russia… https://t.co/pBmTUHxsAz,76
@CNN,0.0,Mon Dec 11 03:50:08 +0000 2017,0.0,1.0,0.0,McLaren's 'most extreme' road car costs $1 million https://t.co/a1Unk82nwx https://t.co/yvlL9LCdSq,77
@CNN,0.4019,Mon Dec 11 03:40:30 +0000 2017,0.0,0.881,0.119,Venezuelan President Nicolas Maduro has said that some of the main opposition parties will not be allowed to run in… https://t.co/VmN9pU5gEC,78
@CNN,0.0,Mon Dec 11 03:30:12 +0000 2017,0.0,1.0,0.0,These are the most eye-catching photos from 2017 https://t.co/lXgXsyNfa6 https://t.co/Z6N0yRLk60,79
@CNN,0.0,Mon Dec 11 03:25:06 +0000 2017,0.0,1.0,0.0,"Heavy snow fell in many parts of the UK on Sunday as Storm Caroline, the biggest storm so far this year, caused wid… https://t.co/R9UCEICrxm",80
@CNN,0.0,Mon Dec 11 06:32:34 +0000 2017,0.0,1.0,0.0,"""My life depends on it. I need you to make your vote match your principles, Senator."" A man who says he was recentl… https://t.co/n8GXUtbyVV",81
@CNN,0.6369,Mon Dec 11 06:27:40 +0000 2017,0.0,0.792,0.208,Alabama's high-stakes Senate election perfectly encapsulates how the age of Donald Trump has turned political logic… https://t.co/HjcVMLMHTM,82
@CNN,0.5719,Mon Dec 11 06:14:18 +0000 2017,0.0,0.783,0.217,A Hong Kong resident shares his tips for street photography so your images will look like a pro snapped them… https://t.co/vjhNCglprn,83
@CNN,0.2732,Mon Dec 11 06:00:18 +0000 2017,0.0,0.905,0.095,"References to climate change and the EPA's use of renewable energy have been removed from several of its web pages,… https://t.co/8JynJpKqbV",84
@CNN,0.5267,Mon Dec 11 05:54:56 +0000 2017,0.214,0.461,0.326,"""Mutual destruction is only one impulsive tantrum away."" 2017 Nobel Peace Prize winners urge world leaders to prohi… https://t.co/ZaVU378k5j",85
@CNN,0.0,Mon Dec 11 05:31:55 +0000 2017,0.0,1.0,0.0,"“It’s more than a cup of coffee, it’s a human rights movement” says Amy Wright, who founded @bittyandbeauscoffee em… https://t.co/rJMDuYSjGJ",86
@CNN,0.0772,Mon Dec 11 05:20:05 +0000 2017,0.0,0.925,0.075,"Vice President Mike Pence and Palestinian Authority President Mahmoud Abbas won't meet, vice president's office con… https://t.co/cLSgK4pnev",87
@CNN,0.0,Mon Dec 11 05:10:07 +0000 2017,0.0,1.0,0.0,The Chicago Board Options Exchange on Sunday began trading bitcoin futures -- a new step for the cryptocurrency… https://t.co/qrPKIalhxb,88
@CNN,0.0,Mon Dec 11 05:00:07 +0000 2017,0.0,1.0,0.0,"Obama is right — US democracy is fragile, writes Ruth Ben-Ghiat https://t.co/aFOQNrYG2j (via @CNNOpinion) https://t.co/wcE6ev1BBu",89
@CNN,-0.4939,Mon Dec 11 04:52:04 +0000 2017,0.158,0.842,0.0,"An incomplete tunnel running for more than a kilometer from Gaza into southern Israel has been destroyed, Israel's… https://t.co/XtA96NRhkU",90
@CNN,0.25,Mon Dec 11 04:45:09 +0000 2017,0.0,0.857,0.143,"UN chief says ""America First"" slogan is ""detrimental to American interests"" https://t.co/B4NV1ScY5J https://t.co/DdvViPizBf",91
@CNN,0.0,Mon Dec 11 04:39:44 +0000 2017,0.0,1.0,0.0,"A man walking his dog on a British Columbia beach this week made a grisly discovery: A foot in a shoe, along with p… https://t.co/RmmpqeUTdb",92
@CNN,-0.34,Mon Dec 11 04:31:50 +0000 2017,0.124,0.876,0.0,Samir Lakhani was a college student when he started his nonprofit @ecosoapbank taking discarded soap from hotels an… https://t.co/mo8sw7CzCz,93
@CNN,0.0,Mon Dec 11 04:27:23 +0000 2017,0.0,1.0,0.0,"""We should all be willing to listen to"" women who speak up about inappropriate sexual behavior, including President… https://t.co/TEjRTRnSis",94
@CNN,0.0,Mon Dec 11 04:17:59 +0000 2017,0.0,1.0,0.0,"""The demolition crew was savage."" Beijing forces migrant workers from their homes as part of a drive to shut down w… https://t.co/oiru5mbGer",95
@CNN,0.2023,Mon Dec 11 04:00:21 +0000 2017,0.0,0.886,0.114,Democratic lawmakers have asked the Treasury Department for documents on financial dealings with Russia… https://t.co/pBmTUHxsAz,96
@CNN,0.0,Mon Dec 11 03:50:08 +0000 2017,0.0,1.0,0.0,McLaren's 'most extreme' road car costs $1 million https://t.co/a1Unk82nwx https://t.co/yvlL9LCdSq,97
@CNN,0.4019,Mon Dec 11 03:40:30 +0000 2017,0.0,0.881,0.119,Venezuelan President Nicolas Maduro has said that some of the main opposition parties will not be allowed to run in… https://t.co/VmN9pU5gEC,98
@CNN,0.0,Mon Dec 11 03:30:12 +0000 2017,0.0,1.0,0.0,These are the most eye-catching photos from 2017 https://t.co/lXgXsyNfa6 https://t.co/Z6N0yRLk60,99
@CNN,0.0,Mon Dec 11 03:25:06 +0000 2017,0.0,1.0,0.0,"Heavy snow fell in many parts of the UK on Sunday as Storm Caroline, the biggest storm so far this year, caused wid… https://t.co/R9UCEICrxm",100
@CNN,0.0,Mon Dec 11 06:32:34 +0000 2017,0.0,1.0,0.0,"""My life depends on it. I need you to make your vote match your principles, Senator."" A man who says he was recentl… https://t.co/n8GXUtbyVV",101
@CNN,0.6369,Mon Dec 11 06:27:40 +0000 2017,0.0,0.792,0.208,Alabama's high-stakes Senate election perfectly encapsulates how the age of Donald Trump has turned political logic… https://t.co/HjcVMLMHTM,102
@CNN,0.5719,Mon Dec 11 06:14:18 +0000 2017,0.0,0.783,0.217,A Hong Kong resident shares his tips for street photography so your images will look like a pro snapped them… https://t.co/vjhNCglprn,103
@CNN,0.2732,Mon Dec 11 06:00:18 +0000 2017,0.0,0.905,0.095,"References to climate change and the EPA's use of renewable energy have been removed from several of its web pages,… https://t.co/8JynJpKqbV",104
@CNN,0.5267,Mon Dec 11 05:54:56 +0000 2017,0.214,0.461,0.326,"""Mutual destruction is only one impulsive tantrum away."" 2017 Nobel Peace Prize winners urge world leaders to prohi… https://t.co/ZaVU378k5j",105
@CNN,0.0,Mon Dec 11 05:31:55 +0000 2017,0.0,1.0,0.0,"“It’s more than a cup of coffee, it’s a human rights movement” says Amy Wright, who founded @bittyandbeauscoffee em… https://t.co/rJMDuYSjGJ",106
@CNN,0.0772,Mon Dec 11 05:20:05 +0000 2017,0.0,0.925,0.075,"Vice President Mike Pence and Palestinian Authority President Mahmoud Abbas won't meet, vice president's office con… https://t.co/cLSgK4pnev",107
@CNN,0.0,Mon Dec 11 05:10:07 +0000 2017,0.0,1.0,0.0,The Chicago Board Options Exchange on Sunday began trading bitcoin futures -- a new step for the cryptocurrency… https://t.co/qrPKIalhxb,108
@CNN,0.0,Mon Dec 11 05:00:07 +0000 2017,0.0,1.0,0.0,"Obama is right — US democracy is fragile, writes Ruth Ben-Ghiat https://t.co/aFOQNrYG2j (via @CNNOpinion) https://t.co/wcE6ev1BBu",109
@CNN,-0.4939,Mon Dec 11 04:52:04 +0000 2017,0.158,0.842,0.0,"An incomplete tunnel running for more than a kilometer from Gaza into southern Israel has been destroyed, Israel's… https://t.co/XtA96NRhkU",110
@CNN,0.25,Mon Dec 11 04:45:09 +0000 2017,0.0,0.857,0.143,"UN chief says ""America First"" slogan is ""detrimental to American interests"" https://t.co/B4NV1ScY5J https://t.co/DdvViPizBf",111
@CNN,0.0,Mon Dec 11 04:39:44 +0000 2017,0.0,1.0,0.0,"A man walking his dog on a British Columbia beach this week made a grisly discovery: A foot in a shoe, along with p… https://t.co/RmmpqeUTdb",112
@CNN,-0.34,Mon Dec 11 04:31:50 +0000 2017,0.124,0.876,0.0,Samir Lakhani was a college student when he started his nonprofit @ecosoapbank taking discarded soap from hotels an… https://t.co/mo8sw7CzCz,113
@CNN,0.0,Mon Dec 11 04:27:23 +0000 2017,0.0,1.0,0.0,"""We should all be willing to listen to"" women who speak up about inappropriate sexual behavior, including President… https://t.co/TEjRTRnSis",114
@CNN,0.0,Mon Dec 11 04:17:59 +0000 2017,0.0,1.0,0.0,"""The demolition crew was savage."" Beijing forces migrant workers from their homes as part of a drive to shut down w… https://t.co/oiru5mbGer",115
@CNN,0.2023,Mon Dec 11 04:00:21 +0000 2017,0.0,0.886,0.114,Democratic lawmakers have asked the Treasury Department for documents on financial dealings with Russia… https://t.co/pBmTUHxsAz,116
@CNN,0.0,Mon Dec 11 03:50:08 +0000 2017,0.0,1.0,0.0,McLaren's 'most extreme' road car costs $1 million https://t.co/a1Unk82nwx https://t.co/yvlL9LCdSq,117
@CNN,0.4019,Mon Dec 11 03:40:30 +0000 2017,0.0,0.881,0.119,Venezuelan President Nicolas Maduro has said that some of the main opposition parties will not be allowed to run in… https://t.co/VmN9pU5gEC,118
@CNN,0.0,Mon Dec 11 03:30:12 +0000 2017,0.0,1.0,0.0,These are the most eye-catching photos from 2017 https://t.co/lXgXsyNfa6 https://t.co/Z6N0yRLk60,119
@CNN,0.0,Mon Dec 11 03:25:06 +0000 2017,0.0,1.0,0.0,"Heavy snow fell in many parts of the UK on Sunday as Storm Caroline, the biggest storm so far this year, caused wid… https://t.co/R9UCEICrxm",120
@FoxNews,0.3612,Mon Dec 11 06:42:03 +0000 2017,0.0,0.706,0.294,Do you agree with @JudgeJeanine? https://t.co/gllDDJFkna https://t.co/62FZRz20je,1
@FoxNews,-0.4588,Mon Dec 11 06:30:06 +0000 2017,0.176,0.824,0.0,"On @ffweekend, @GovMikeHuckabee responded to @ChelseaHandler, who tweeted a vulgar video that mocks @PressSec's wei… https://t.co/pHnFgNbIdo",2
@FoxNews,0.0,Mon Dec 11 05:50:03 +0000 2017,0.0,1.0,0.0,".@RepPeteKing: ""I was at the interview with @DonaldJTrumpJr... Nobody listening to that interview can come out of t… https://t.co/hwg8fBQTxu",3
@FoxNews,-0.296,Mon Dec 11 05:40:02 +0000 2017,0.099,0.901,0.0,".@SheriffClarke: ""If it weren't for the Republicans in Congress in the 1960s, there would be no Civil Rights Act. T… https://t.co/A1N3cYqrRp",4
@FoxNews,0.0,Mon Dec 11 04:53:05 +0000 2017,0.0,1.0,0.0,".@GovMikeHuckabee: ""[The mainstream media is] delegitimizing the institution of journalism."" https://t.co/6YqMh8sz1r",5
@FoxNews,0.0,Mon Dec 11 04:51:06 +0000 2017,0.0,1.0,0.0,".@GovMikeHuckabee: ""[@ChelseaHandler's] called a late night host. I think it's so late now that she's not on anymor… https://t.co/j5CFbJGISJ",6
@FoxNews,-0.4754,Mon Dec 11 04:49:06 +0000 2017,0.192,0.735,0.073,";.@TroyWerden: ""@UCBerkeley is the number one most dangerous campus for conservative students to attend."" https://t.co/12D3dMzNyH",7
@FoxNews,0.0,Mon Dec 11 04:48:03 +0000 2017,0.0,1.0,0.0,"On @ffweekend, @LawrenceBJones3 slammed those claiming that @POTUS and his campaign colluded with Russia. https://t.co/lBdYJV14nc",8
@FoxNews,0.0,Mon Dec 11 04:48:02 +0000 2017,0.0,1.0,0.0,".@RepPeteKing: ""I was at the interview with @DonaldJTrumpJr... Nobody listening to that interview can come out of t… https://t.co/3FV8XE2sDz",9
@FoxNews,0.6808,Mon Dec 11 04:44:02 +0000 2017,0.0,0.752,0.248,"Mike Eruzione, 1980 U.S. Men's Hockey Captain: ""[@POTUS] is somebody that you should respect. Whether you agree or… https://t.co/D4C24Xo8HO",10
@FoxNews,0.3612,Mon Dec 11 04:42:02 +0000 2017,0.0,0.706,0.294,Do you agree with @JudgeJeanine? https://t.co/gllDDJFkna https://t.co/eeBbxsnU1U,11
@FoxNews,-0.1531,Mon Dec 11 04:39:04 +0000 2017,0.082,0.918,0.0,".@MariaBartiromo: ""What do you do about a politicization of the @FBI?""

Former AG Mukasey: ""You expose it and stop… https://t.co/jGL2WPKRM7",12
@FoxNews,0.5267,Mon Dec 11 04:32:05 +0000 2017,0.0,0.848,0.152,".@JudgeJeanine: ""There is a cleansing needed in our FBI and Department of Justice. It needs to be cleansed of indiv… https://t.co/lZaAfN2Tv4",13
@FoxNews,0.3612,Mon Dec 11 04:30:06 +0000 2017,0.0,0.839,0.161,.@NancyPelosi suggests @POTUS early days in office like neophyte performing 'brain surgery' https://t.co/WLfeOGPbG0 https://t.co/U6cu3dZcIx,14
@FoxNews,0.5267,Mon Dec 11 04:30:05 +0000 2017,0.0,0.812,0.188,".@GOPLeader: ""I have never watched a President so engaged... He wants to keep his promise to create more jobs and m… https://t.co/T4SK0iHn9h",15
@FoxNews,0.5859,Mon Dec 11 04:25:03 +0000 2017,0.0,0.743,0.257,".@MichelleMalkin on #AlSen: ""Roy Moore is going to win that election."" https://t.co/O5yEwdXxn3",16
@FoxNews,0.743,Mon Dec 11 04:22:01 +0000 2017,0.0,0.73,0.27,".@CLewandowski_: ""This is what America loves - [@POTUS] is bold, he is brash, and he is getting things done."" https://t.co/V1yuBomobH",17
@FoxNews,0.0,Mon Dec 11 04:18:02 +0000 2017,0.0,1.0,0.0,".@StacyOnTheRight: ""The GDP is through the roof. Joblessness claims are down."" https://t.co/ebOcyzPWqG",18
@FoxNews,-0.4019,Mon Dec 11 04:17:05 +0000 2017,0.144,0.856,0.0,"On @ffweekend, @SheriffClarke slammed Rep. John Lewis for boycotting @POTUS's appearance at a Civil Rights museum i… https://t.co/29ZcytSMHN",19
@FoxNews,0.6369,Mon Dec 11 04:15:02 +0000 2017,0.0,0.826,0.174,"In his speech at the opening of the Mississippi Civil Rights Museum, @POTUS called for ""a future of freedom, equali… https://t.co/CZfZZ60T4a",20
@FoxNews,0.3612,Mon Dec 11 06:42:03 +0000 2017,0.0,0.706,0.294,Do you agree with @JudgeJeanine? https://t.co/gllDDJFkna https://t.co/62FZRz20je,21
@FoxNews,-0.4588,Mon Dec 11 06:30:06 +0000 2017,0.176,0.824,0.0,"On @ffweekend, @GovMikeHuckabee responded to @ChelseaHandler, who tweeted a vulgar video that mocks @PressSec's wei… https://t.co/pHnFgNbIdo",22
@FoxNews,0.0,Mon Dec 11 05:50:03 +0000 2017,0.0,1.0,0.0,".@RepPeteKing: ""I was at the interview with @DonaldJTrumpJr... Nobody listening to that interview can come out of t… https://t.co/hwg8fBQTxu",23
@FoxNews,-0.296,Mon Dec 11 05:40:02 +0000 2017,0.099,0.901,0.0,".@SheriffClarke: ""If it weren't for the Republicans in Congress in the 1960s, there would be no Civil Rights Act. T… https://t.co/A1N3cYqrRp",24
@FoxNews,0.0,Mon Dec 11 04:53:05 +0000 2017,0.0,1.0,0.0,".@GovMikeHuckabee: ""[The mainstream media is] delegitimizing the institution of journalism."" https://t.co/6YqMh8sz1r",25
@FoxNews,0.0,Mon Dec 11 04:51:06 +0000 2017,0.0,1.0,0.0,".@GovMikeHuckabee: ""[@ChelseaHandler's] called a late night host. I think it's so late now that she's not on anymor… https://t.co/j5CFbJGISJ",26
@FoxNews,-0.4754,Mon Dec 11 04:49:06 +0000 2017,0.192,0.735,0.073,";.@TroyWerden: ""@UCBerkeley is the number one most dangerous campus for conservative students to attend."" https://t.co/12D3dMzNyH",27
@FoxNews,0.0,Mon Dec 11 04:48:03 +0000 2017,0.0,1.0,0.0,"On @ffweekend, @LawrenceBJones3 slammed those claiming that @POTUS and his campaign colluded with Russia. https://t.co/lBdYJV14nc",28
@FoxNews,0.0,Mon Dec 11 04:48:02 +0000 2017,0.0,1.0,0.0,".@RepPeteKing: ""I was at the interview with @DonaldJTrumpJr... Nobody listening to that interview can come out of t… https://t.co/3FV8XE2sDz",29
@FoxNews,0.6808,Mon Dec 11 04:44:02 +0000 2017,0.0,0.752,0.248,"Mike Eruzione, 1980 U.S. Men's Hockey Captain: ""[@POTUS] is somebody that you should respect. Whether you agree or… https://t.co/D4C24Xo8HO",30
@FoxNews,0.3612,Mon Dec 11 04:42:02 +0000 2017,0.0,0.706,0.294,Do you agree with @JudgeJeanine? https://t.co/gllDDJFkna https://t.co/eeBbxsnU1U,31
@FoxNews,-0.1531,Mon Dec 11 04:39:04 +0000 2017,0.082,0.918,0.0,".@MariaBartiromo: ""What do you do about a politicization of the @FBI?""

Former AG Mukasey: ""You expose it and stop… https://t.co/jGL2WPKRM7",32
